id,keywords,sources,regions,filter_days,min_score,max_articles,status,articles_fetched,articles_stored,dedup_removed,created_at,completed_at,campaign
run_202603160929425,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box"",""dock-in-a-box""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Mexico"",""Germany"",""Saudi Arabia""]",3,40,40,completed,3143,0,0,2026-03-16 09:29:47.161+00,2026-03-16 09:29:47.161+00,null
run_202603160930050,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Mexico"",""Germany"",""Saudi Arabia""]",3,40,40,completed,3110,0,0,2026-03-16 09:30:07.228+00,2026-03-16 09:30:07.228+00,null
run_202603160930164,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Mexico"",""Germany"",""Saudi Arabia"",""Japan"",""South Korea"",""South Africa""]",7,40,40,completed,3958,3,39,2026-03-16 09:30:21.506+00,2026-03-16 09:30:21.506+00,null
run_202603160938179,"[""DJI Dock"",""DJI Dock 3"",""DJI Drone""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Germany"",""South Korea"",""Japan""]",7,40,40,completed,3110,29,252,2026-03-16 09:38:22.432+00,2026-03-16 09:38:22.432+00,null
run_202603161001510,"[""DJI Dock"",""DJI Dock 3"",""DJI Drone""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Mexico"",""Germany"",""Japan"",""South Korea"",""South Africa"",""Saudi Arabia""]",90,40,40,completed,3958,40,1056,2026-03-16 10:01:56.476+00,2026-03-16 10:01:56.476+00,null
run_202603161124040,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Canada"",""Germany"",""Japan"",""South Korea"",""Saudi Arabia"",""South Africa""]",90,40,40,completed,3688,40,411,2026-03-16 11:24:09.249+00,2026-03-16 11:24:09.249+00,null
run_202603161125593,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box""]","[""google_news""]","[""US"",""Canada"",""Brazil"",""Mexico"",""UK"",""Germany"",""France"",""Italy"",""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",60,40,40,completed,4540,35,426,2026-03-16 11:26:04.79+00,2026-03-16 11:26:04.79+00,null
run_202603161145359,"[""DJI Dock"",""DJI Dock 3"",""drone-in-a-box"",""dock-in-a-box""]","[""google_news""]","[""Australia"",""Singapore"",""Japan""]",14,40,40,completed,859,7,14,2026-03-16 11:45:38.14+00,2026-03-16 11:45:38.14+00,null
run_202603161154090,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone Dock""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Canada"",""Brazil"",""Mexico"",""Germany"",""Japan"",""South Korea""]",60,40,40,completed,4476,38,385,2026-03-16 11:54:14.687+00,2026-03-16 11:54:14.687+00,null
run_202603161233072,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone Dock""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Germany"",""Japan"",""South Korea"",""South Africa"",""Saudi Arabia"",""Mexico""]",30,40,40,completed,4462,17,175,2026-03-16 12:33:14.047+00,2026-03-16 12:33:14.047+00,null
run_202603161234213,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Mexico"",""Germany"",""South Africa"",""Saudi Arabia"",""South Korea"",""Japan""]",14,40,40,completed,5205,7,95,2026-03-16 12:34:27.054+00,2026-03-16 12:34:27.054+00,null
run_202603161234455,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",90,40,40,completed,2785,40,274,2026-03-16 12:34:55.186+00,2026-03-16 12:34:55.186+00,null
run_202603161235056,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone Dock""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",90,40,40,completed,2603,40,256,2026-03-16 12:35:08.152+00,2026-03-16 12:35:08.152+00,null
run_202603161421454,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3782,4,52,2026-03-16 14:21:51.06+00,2026-03-16 14:21:51.06+00,null
run_202603161647367,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""India""]",7,40,40,completed,4255,4,59,2026-03-16 16:47:42.931+00,2026-03-16 16:47:42.931+00,null
run_202603161648037,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil"",""Germany"",""Mexico"",""Canada"",""South Korea"",""Japan"",""Saudi Arabia""]",7,40,40,completed,6149,4,87,2026-03-16 16:48:07.718+00,2026-03-16 16:48:07.718+00,null
run_202603161648201,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""Saudi Arabia"",""UAE""]",7,40,40,completed,946,4,10,2026-03-16 16:48:21.113+00,2026-03-16 16:48:21.113+00,null
run_202603161648377,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""Saudi Arabia"",""UAE""]",90,40,40,completed,946,40,92,2026-03-16 16:48:39.463+00,2026-03-16 16:48:39.463+00,null
run_202603161713495,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,40,completed,0,0,0,2026-03-16 17:13:52.39+00,2026-03-16 17:13:52.39+00,null
run_202603161720455,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3783,3,45,2026-03-16 17:20:50.973+00,2026-03-16 17:20:50.973+00,null
run_202603161728420,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:29:43.473+00,2026-03-16 17:29:43.473+00,null
run_202603161729494,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:29:52.298+00,2026-03-16 17:29:52.298+00,null
run_202603161729154,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:30:16.089+00,2026-03-16 17:30:16.089+00,null
run_202603161730098,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:30:30.33+00,2026-03-16 17:30:30.33+00,null
run_202603161730555,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:31:15.678+00,2026-03-16 17:31:15.678+00,null
run_202603161731446,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:32:05.108+00,2026-03-16 17:32:05.108+00,null
run_202603161732228,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:32:44.163+00,2026-03-16 17:32:44.163+00,null
run_202603161733068,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:33:27.732+00,2026-03-16 17:33:27.732+00,null
run_202603161733494,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:34:12.124+00,2026-03-16 17:34:12.124+00,null
run_202603161734297,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:34:53.636+00,2026-03-16 17:34:53.636+00,null
run_202603161735131,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:35:37.386+00,2026-03-16 17:35:37.386+00,null
run_202603161735568,"[""drone delivery""]","[""linkedin""]",[],30,40,5,completed,0,0,0,2026-03-16 17:36:32.865+00,2026-03-16 17:36:32.865+00,null
run_202603161739410,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,40,completed,6,0,6,2026-03-16 17:42:22.437+00,2026-03-16 17:42:22.437+00,null
run_202603161947541,"[""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,40,completed,1,0,1,2026-03-16 19:48:53.633+00,2026-03-16 19:48:53.633+00,null
run_202603161951335,"[""Drone in a box"",""Drone-in-a-box""]","[""linkedin""]",[],7,40,40,completed,0,0,0,2026-03-16 19:52:13.073+00,2026-03-16 19:52:13.073+00,null
run_202603161957200,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,40,completed,4,0,4,2026-03-16 19:58:55.639+00,2026-03-16 19:58:55.639+00,null
run_202603162001327,"[""Drone Dock""]","[""linkedin""]",[],7,40,40,completed,5,0,5,2026-03-16 20:01:56.732+00,2026-03-16 20:01:56.732+00,null
run_202603162004045,"[""Drone-in-a-box""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,2,14,2026-03-16 20:04:06.711+00,2026-03-16 20:04:06.711+00,null
run_202603162004047,"[""Drone-in-a-box""]","[""linkedin""]",[],7,40,40,completed,3,0,3,2026-03-16 20:04:55.756+00,2026-03-16 20:04:55.756+00,null
run_202603162005427,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3779,2,30,2026-03-16 20:05:47.501+00,2026-03-16 20:05:47.501+00,null
run_202603162006093,"[""Drone-in-a-box""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,2,14,2026-03-16 20:06:10.924+00,2026-03-16 20:06:10.924+00,null
run_202603162006094,"[""Drone-in-a-box""]","[""linkedin""]",[],7,40,40,completed,2,0,2,2026-03-16 20:07:02.766+00,2026-03-16 20:07:02.766+00,null
run_202603162010293,"[""Drone-in-a-box""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,2,14,2026-03-16 20:10:30.914+00,2026-03-16 20:10:30.914+00,null
run_202603162018525,"[""Drone-in-a-box""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,2,14,2026-03-16 20:18:54.231+00,2026-03-16 20:18:54.231+00,null
run_202603162018528,"[""Drone-in-a-box""]","[""linkedin""]",[],7,40,40,completed,0,0,0,2026-03-16 20:18:59.76+00,2026-03-16 20:18:59.76+00,null
run_202603162019598,"[""DJI Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,0,0,2026-03-16 20:20:01.237+00,2026-03-16 20:20:01.237+00,null
run_202603162020001,"[""DJI Dock""]","[""linkedin""]",[],7,40,40,completed,0,0,0,2026-03-16 20:20:07.186+00,2026-03-16 20:20:07.186+00,null
run_202603162021312,"[""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,706,0,0,2026-03-16 20:21:32.738+00,2026-03-16 20:21:32.738+00,null
run_202603162023370,"[""Drone in a box""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,2,14,2026-03-16 20:23:38.638+00,2026-03-16 20:23:38.638+00,null
run_202603162023373,"[""Drone in a box""]","[""linkedin""]",[],7,40,40,completed,0,0,0,2026-03-16 20:23:46.925+00,2026-03-16 20:23:46.925+00,null
run_202603162030218,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3779,2,30,2026-03-16 20:30:26.158+00,2026-03-16 20:30:26.158+00,null
run_202603162046160,"[""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,707,0,0,2026-03-16 20:46:17.51+00,2026-03-16 20:46:17.51+00,null
run_202603162047524,"[""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,707,0,0,2026-03-16 20:47:53.114+00,2026-03-16 20:47:53.114+00,null
run_202603162052204,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3771,2,30,2026-03-16 20:52:25.559+00,2026-03-16 20:52:25.559+00,null
run_202603162110308,"[""DJI Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,800,0,0,2026-03-16 21:10:32.489+00,2026-03-16 21:10:32.489+00,null
run_li_202603162110311,"[""DJI Dock""]","[""linkedin""]",[],7,40,24,completed,24,24,0,2026-03-16 21:10:47.106+00,2026-03-16 21:10:47.106+00,null
run_li_202603162111293,"[""DJI Dock""]","[""linkedin""]",[],7,40,24,completed,24,24,0,2026-03-16 21:11:44.569+00,2026-03-16 21:11:44.569+00,null
run_li_202603162114048,"[""DJI Dock""]","[""linkedin""]",[],7,40,24,completed,24,24,0,2026-03-16 21:14:21.497+00,2026-03-16 21:14:21.497+00,null
run_li_202603170430244,"[""Drone in a box""]","[""linkedin""]",[],7,40,26,completed,26,26,0,2026-03-17 04:30:40.054+00,2026-03-17 04:30:40.054+00,null
run_202603170437260,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,3770,3,37,2026-03-17 04:37:31.578+00,2026-03-17 04:37:31.578+00,null
run_202603170438333,"[""Drone in a box"",""Drone Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,40,completed,1501,2,14,2026-03-17 04:38:34.366+00,2026-03-17 04:38:34.366+00,null
run_li_202603170438335,"[""Drone in a box"",""Drone Dock""]","[""linkedin""]",[],7,40,26,completed,50,26,24,2026-03-17 04:39:02.58+00,2026-03-17 04:39:02.58+00,null
run_202603170619038,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""Canada"",""Brazil"",""Mexico"",""UK"",""Germany"",""France"",""Italy"",""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",1,40,40,completed,7076,1,14,2026-03-17 06:19:13.106+00,2026-03-17 06:19:13.106+00,null
run_li_202603170619041,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,45,completed,112,45,67,2026-03-17 06:20:25.386+00,2026-03-17 06:20:25.386+00,null
run_li_202603170623147,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,49,completed,120,49,71,2026-03-17 06:24:34.081+00,2026-03-17 06:24:34.081+00,null
run_202603170740077,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""Canada"",""Brazil"",""Mexico"",""UK"",""Germany"",""France"",""Italy"",""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",1,40,40,completed,6956,1,14,2026-03-17 07:40:21.123+00,2026-03-17 07:40:21.123+00,null
run_li_202603170743029,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],7,40,49,completed,120,49,71,2026-03-17 07:45:07.252+00,2026-03-17 07:45:07.252+00,null
run_li_202603170751363,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],1,40,40,completed,100,5,95,2026-03-17 07:53:13.159+00,2026-03-17 07:53:13.159+00,null
run_li_202603170755144,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""linkedin""]",[],3,40,40,completed,120,8,112,2026-03-17 07:56:33.816+00,2026-03-17 07:56:33.816+00,null
run_202603170800314,"[""DJI Dock"",""DJI Dock 3"",""Drone in a box"",""Drone-in-a-box"",""Drone Dock""]","[""google_news""]","[""US"",""Canada"",""Brazil"",""Mexico"",""UK"",""Germany"",""France"",""Italy"",""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",3,40,40,completed,7533,2,46,2026-03-17 08:00:41.295+00,2026-03-17 08:00:41.295+00,null
run_202603171615145,"[""drone service provider"",""drone services company"",""commercial drone operator"",""drone operations company"",""drone systems integrator"",""UAV systems integrator"",""BVLOS operator"",""drone managed services"",""UAS operator"",""UAS service provider"",""drone inspection contract"",""aerial inspection services"",""aerial survey services"",""drone first responder"",""DFR program"",""drone security patrol"",""drone delivery operator"",""aerial data services"",""drone-in-a-box"",""dock-in-a-box operator"",""drone docking station"",""unattended drone operations"",""automated drone operations"",""drone as a service"",""drone contract awarded"",""drone services contract"",""BVLOS waiver approved"",""BVLOS waiver granted"",""drone operating certificate"",""UTM integration""]","[""google_news""]","[""US"",""Canada"",""Mexico"",""Brazil"",""UK"",""Germany"",""France"",""Italy""]",7,50,40,completed,343,40,303,2026-03-17 16:15:27.831+00,2026-03-17 16:15:27.831+00,dsp_6mo_sweep
run_202603171629239,"[""drone service provider"",""drone services company"",""commercial drone operator"",""drone operations company"",""drone systems integrator"",""UAV systems integrator"",""BVLOS operator"",""drone managed services"",""UAS operator"",""UAS service provider"",""drone inspection contract"",""aerial inspection services"",""aerial survey services"",""drone first responder"",""DFR program"",""drone security patrol"",""drone delivery operator"",""aerial data services"",""drone-in-a-box"",""dock-in-a-box operator"",""drone docking station"",""unattended drone operations"",""automated drone operations"",""drone as a service"",""drone contract awarded"",""drone services contract"",""BVLOS waiver approved"",""BVLOS waiver granted"",""drone operating certificate"",""UTM integration""]","[""google_news""]","[""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",7,50,40,completed,343,40,302,2026-03-17 16:29:39.364+00,2026-03-17 16:29:39.364+00,dsp_6mo_sweep
run_202603171638312,"[""DJI Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,50,completed,800,1,7,2026-03-17 16:38:32.907+00,2026-03-17 16:38:32.907+00,null
run_li_202603171638309,"[""DJI Dock""]","[""linkedin""]",[],7,40,50,completed,18,5,13,2026-03-17 16:38:46.159+00,2026-03-17 16:38:46.159+00,null
run_202603171640134,"[""drone service provider"",""drone services company"",""commercial drone operator"",""drone operations company"",""drone systems integrator"",""UAV systems integrator"",""BVLOS operator"",""drone managed services"",""UAS operator"",""UAS service provider"",""drone inspection contract"",""aerial inspection services"",""aerial survey services"",""drone first responder"",""DFR program"",""drone security patrol"",""drone delivery operator"",""aerial data services"",""drone-in-a-box"",""dock-in-a-box operator"",""drone docking station"",""unattended drone operations"",""automated drone operations"",""drone as a service"",""drone contract awarded"",""drone services contract"",""BVLOS waiver approved"",""BVLOS waiver granted"",""drone operating certificate"",""UTM integration""]","[""google_news""]","[""US"",""Canada"",""Mexico"",""Brazil"",""UK"",""Germany"",""France"",""Italy""]",7,50,50,completed,280,34,246,2026-03-17 16:40:27.386+00,2026-03-17 16:40:27.386+00,dsp_6mo_sweep
run_202603171642409,"[""test""]","[""newsapi""]",[],7,0,5,completed,0,0,0,2026-03-17 16:42:40.912+00,2026-03-17 16:42:40.912+00,null
run_202603171643489,"[""test""]","[""newsapi""]",[],7,0,5,completed,0,0,0,2026-03-17 16:43:48.94+00,2026-03-17 16:43:48.94+00,null
run_202603171644477,"[""drone service provider"",""drone services company"",""commercial drone operator"",""drone operations company"",""drone systems integrator"",""UAV systems integrator"",""BVLOS operator"",""drone managed services"",""UAS operator"",""UAS service provider"",""drone inspection contract"",""aerial inspection services"",""aerial survey services"",""drone first responder"",""DFR program"",""drone security patrol"",""drone delivery operator"",""aerial data services"",""drone-in-a-box"",""dock-in-a-box operator"",""drone docking station"",""unattended drone operations"",""automated drone operations"",""drone as a service"",""drone contract awarded"",""drone services contract"",""BVLOS waiver approved"",""BVLOS waiver granted"",""drone operating certificate"",""UTM integration""]","[""google_news""]","[""India"",""Singapore"",""Japan"",""Australia"",""South Korea"",""UAE"",""Saudi Arabia"",""South Africa""]",7,50,50,completed,282,35,247,2026-03-17 16:45:02.419+00,2026-03-17 16:45:02.419+00,dsp_6mo_sweep
run_202603171646538,"[""test""]","[""newsapi""]",[],7,0,5,completed,97,5,9,2026-03-17 16:46:54.355+00,2026-03-17 16:46:54.355+00,null
run_202603171650308,"[""drone service provider"",""drone services company"",""commercial drone operator"",""drone operations company"",""drone systems integrator"",""UAV systems integrator"",""BVLOS operator"",""drone managed services"",""UAS operator"",""UAS service provider"",""drone inspection contract"",""aerial inspection services"",""aerial survey services"",""drone first responder"",""DFR program"",""drone security patrol"",""drone delivery operator"",""aerial data services"",""drone-in-a-box"",""dock-in-a-box operator"",""drone docking station"",""unattended drone operations"",""automated drone operations"",""drone as a service"",""drone contract awarded"",""drone services contract"",""BVLOS waiver approved"",""BVLOS waiver granted"",""drone operating certificate"",""UTM integration""]","[""google_news""]","[""US"",""Canada"",""Mexico"",""Brazil"",""UK"",""Germany"",""France"",""Italy""]",7,50,50,completed,240,28,212,2026-03-17 16:50:44.737+00,2026-03-17 16:50:44.737+00,dsp_6mo_sweep
run_202603171650522,"[""DJI Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,50,completed,800,1,7,2026-03-17 16:50:53.672+00,2026-03-17 16:50:53.672+00,null
run_li_202603171650523,"[""DJI Dock""]","[""linkedin""]",[],7,40,50,completed,24,7,17,2026-03-17 16:51:06.983+00,2026-03-17 16:51:06.983+00,null
run_202603171656010,"[""test""]","[""newsapi""]",[],7,40,20,completed,97,20,8,2026-03-17 16:56:01.585+00,2026-03-17 16:56:01.585+00,null
run_202603171657255,"[""DJI Dock""]","[""newsapi""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,50,completed,0,0,0,2026-03-17 16:57:25.846+00,2026-03-17 16:57:25.846+00,null
run_202603171657490,"[""test""]","[""newsapi""]",[],7,40,20,completed,97,20,8,2026-03-17 16:57:49.386+00,2026-03-17 16:57:49.386+00,null
run_202603171658518,"[""DJI Dock""]","[""google_news""]","[""US"",""UK"",""France"",""Australia"",""Italy"",""Singapore"",""UAE"",""Brazil""]",7,40,50,completed,800,1,7,2026-03-17 16:58:53.551+00,2026-03-17 16:58:53.551+00,null
run_li_202603171658521,"[""DJI Dock""]","[""linkedin""]",[],7,40,50,completed,24,7,17,2026-03-17 16:59:07.556+00,2026-03-17 16:59:07.556+00,null
